,ccodealp,ccodecow,bti_version,country,year,bti_region,raw_origin,raw_veto,raw_leader,raw_mod,raw_impun,raw_repress
307,MKD,343,2003,Macedonia,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
308,MKD,343,2003,Macedonia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
309,MKD,343,2003,Macedonia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
310,MKD,343,2003,Macedonia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
311,MKD,343,2006,Macedonia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
312,MKD,343,2006,Macedonia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
313,MKD,343,2008,Macedonia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
314,MKD,343,2008,Macedonia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
315,MKD,343,2010,Macedonia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
316,MKD,343,2010,Macedonia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
317,MKD,343,2012,Macedonia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
318,MKD,343,2012,Macedonia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
319,MKD,343,2014,Macedonia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
320,MKD,343,2014,Macedonia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
321,MKD,343,2016,Macedonia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
322,MKD,343,2016,Macedonia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
323,MKD,343,2018,Macedonia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
324,MYS,820,2003,Malaysia,1999,Asia and Oceania,0,0,0.0,0,0,0
325,MYS,820,2003,Malaysia,2000,Asia and Oceania,0,0,0.0,0,0,0
326,MYS,820,2003,Malaysia,2001,Asia and Oceania,0,0,0.0,0,0,0
327,MYS,820,2003,Malaysia,2002,Asia and Oceania,0,0,0.0,0,0,0
328,MYS,820,2003,Malaysia,2003,Asia and Oceania,0,0,0.0,0,0,0
329,MYS,820,2006,Malaysia,2004,Asia and Oceania,0,0,0.0,0,0,0
330,MYS,820,2006,Malaysia,2005,Asia and Oceania,0,0,0.0,0,0,0
331,MYS,820,2008,Malaysia,2006,Asia and Oceania,0,0,0.0,0,0,0
332,MYS,820,2008,Malaysia,2007,Asia and Oceania,0,0,0.0,0,0,0
333,MYS,820,2010,Malaysia,2008,Asia and Oceania,0,0,0.0,0,0,0
334,MYS,820,2010,Malaysia,2009,Asia and Oceania,0,0,0.0,0,0,0
335,MYS,820,2012,Malaysia,2010,Asia and Oceania,0,0,0.0,0,0,0
336,MYS,820,2012,Malaysia,2011,Asia and Oceania,0,0,0.0,0,0,0
337,MYS,820,2014,Malaysia,2012,Asia and Oceania,0,0,0.0,0,0,0
338,MYS,820,2014,Malaysia,2013,Asia and Oceania,0,0,0.0,0,0,0
339,MYS,820,2016,Malaysia,2014,Asia and Oceania,0,0,0.0,0,0,0
340,MYS,820,2016,Malaysia,2015,Asia and Oceania,0,0,0.0,0,0,0
341,MYS,820,2018,Malaysia,2016,Asia and Oceania,0,0,0.0,0,0,0
342,MRT,435,2003,Mauritania,1999,West and Central Africa,999,999,999.0,999,999,999
343,MRT,435,2003,Mauritania,2000,West and Central Africa,999,999,999.0,999,999,999
344,MRT,435,2003,Mauritania,2001,West and Central Africa,999,999,999.0,999,999,999
345,MRT,435,2003,Mauritania,2002,West and Central Africa,999,999,999.0,999,999,999
346,MRT,435,2003,Mauritania,2003,West and Central Africa,999,999,999.0,999,999,999
347,MRT,435,2006,Mauritania,2004,West and Central Africa,999,999,999.0,999,999,999
348,MRT,435,2006,Mauritania,2005,West and Central Africa,999,999,999.0,999,999,999
349,MRT,435,2008,Mauritania,2006,West and Central Africa,1,1,1.0,0,0,0
350,MRT,435,2008,Mauritania,2007,West and Central Africa,1,1,1.0,0,0,0
351,MRT,435,2010,Mauritania,2008,West and Central Africa,1,1,0.0,0,1,0
352,MRT,435,2010,Mauritania,2009,West and Central Africa,1,1,1.0,0,1,0
353,MRT,435,2012,Mauritania,2010,West and Central Africa,1,1,0.80000001,0,1,0
354,MRT,435,2012,Mauritania,2011,West and Central Africa,1,1,0.80000001,0,1,0
355,MRT,435,2014,Mauritania,2012,West and Central Africa,1,1,0.80000001,0,0,0
356,MRT,435,2014,Mauritania,2013,West and Central Africa,1,1,0.80000001,0,1,0
357,MRT,435,2016,Mauritania,2014,West and Central Africa,1,1,0.80000001,0,1,0
358,MRT,435,2016,Mauritania,2015,West and Central Africa,1,1,0.80000001,0,1,0
359,MRT,435,2018,Mauritania,2016,West and Central Africa,1,1,0.80000001,0,1,0
360,MNG,712,2003,Mongolia,1999,Post-Soviet Eurasia,0,0,0.0,0,0,0
361,MNG,712,2003,Mongolia,2000,Post-Soviet Eurasia,0,0,0.0,0,0,0
362,MNG,712,2003,Mongolia,2001,Post-Soviet Eurasia,0,0,0.0,0,0,0
363,MNG,712,2003,Mongolia,2002,Post-Soviet Eurasia,0,0,0.0,0,0,0
364,MNG,712,2003,Mongolia,2003,Post-Soviet Eurasia,0,0,0.0,0,0,0
365,MNG,712,2006,Mongolia,2004,Post-Soviet Eurasia,0,0,0.0,0,0,0
366,MNG,712,2006,Mongolia,2005,Post-Soviet Eurasia,0,0,0.0,0,0,0
367,MNG,712,2008,Mongolia,2006,Post-Soviet Eurasia,0,0,0.0,0,0,0
368,MNG,712,2008,Mongolia,2007,Post-Soviet Eurasia,0,0,0.0,0,1,0
369,MNG,712,2010,Mongolia,2008,Post-Soviet Eurasia,999,999,999.0,999,999,999
370,MNG,712,2010,Mongolia,2009,Post-Soviet Eurasia,999,999,999.0,999,999,999
371,MNG,712,2012,Mongolia,2010,Post-Soviet Eurasia,0,0,0.0,0,0,0
372,MNG,712,2012,Mongolia,2011,Post-Soviet Eurasia,0,0,0.0,0,0,0
373,MNG,712,2014,Mongolia,2012,Post-Soviet Eurasia,0,0,0.0,0,0,0
374,MNG,712,2014,Mongolia,2013,Post-Soviet Eurasia,0,0,0.0,0,0,0
375,MNG,712,2016,Mongolia,2014,Post-Soviet Eurasia,0,0,0.0,0,0,0
376,MNG,712,2016,Mongolia,2015,Post-Soviet Eurasia,0,0,0.0,0,0,0
377,MNG,712,2018,Mongolia,2016,Post-Soviet Eurasia,0,0,0.0,0,0,0
378,NAM,565,2003,Namibia,1999,South and East Africa,0,0,0.0,0,1,1
379,NAM,565,2003,Namibia,2000,South and East Africa,0,0,0.0,0,0,0
380,NAM,565,2003,Namibia,2001,South and East Africa,0,0,0.0,0,1,0
381,NAM,565,2003,Namibia,2002,South and East Africa,0,0,0.0,0,0,0
382,NAM,565,2003,Namibia,2003,South and East Africa,0,0,0.0,0,0,0
383,NAM,565,2006,Namibia,2004,South and East Africa,0,0,0.0,0,0,0
384,NAM,565,2006,Namibia,2005,South and East Africa,0,0,0.0,0,0,0
385,NAM,565,2008,Namibia,2006,South and East Africa,0,0,0.0,0,0,0
386,NAM,565,2008,Namibia,2007,South and East Africa,0,0,0.0,0,0,0
387,NAM,565,2010,Namibia,2008,South and East Africa,0,0,0.0,0,0,0
388,NAM,565,2010,Namibia,2009,South and East Africa,0,0,0.0,0,0,0
389,NAM,565,2012,Namibia,2010,South and East Africa,0,0,0.0,0,0,0
390,NAM,565,2012,Namibia,2011,South and East Africa,0,0,0.0,0,0,0
391,NAM,565,2014,Namibia,2012,South and East Africa,0,0,0.0,0,0,0
392,NAM,565,2014,Namibia,2013,South and East Africa,0,0,0.0,0,0,0
393,NAM,565,2016,Namibia,2014,South and East Africa,0,0,0.0,0,0,0
394,NAM,565,2016,Namibia,2015,South and East Africa,0,0,0.0,0,0,0
395,NAM,565,2018,Namibia,2016,South and East Africa,0,0,0.0,0,0,0
396,NGA,475,2003,Nigeria,1999,West and Central Africa,0,1,1.0,1,1,1
397,NGA,475,2003,Nigeria,2000,West and Central Africa,0,1,0.80000001,1,1,1
398,NGA,475,2003,Nigeria,2001,West and Central Africa,0,1,0.80000001,1,1,1
399,NGA,475,2003,Nigeria,2002,West and Central Africa,0,1,0.80000001,1,1,1
400,NGA,475,2003,Nigeria,2003,West and Central Africa,0,1,0.80000001,1,1,1
401,NGA,475,2006,Nigeria,2004,West and Central Africa,0,1,0.80000001,0,1,1
402,NGA,475,2006,Nigeria,2005,West and Central Africa,0,1,0.80000001,0,1,1
403,NGA,475,2008,Nigeria,2006,West and Central Africa,0,1,0.80000001,0,1,1
404,NGA,475,2008,Nigeria,2007,West and Central Africa,0,1,0.80000001,0,1,1
405,NGA,475,2010,Nigeria,2008,West and Central Africa,0,1,0.0,0,1,1
406,NGA,475,2010,Nigeria,2009,West and Central Africa,0,1,0.0,0,1,1
407,NGA,475,2012,Nigeria,2010,West and Central Africa,0,1,0.0,0,1,1
408,NGA,475,2012,Nigeria,2011,West and Central Africa,0,1,0.0,0,1,1
409,NGA,475,2014,Nigeria,2012,West and Central Africa,0,1,0.0,0,1,1
410,NGA,475,2014,Nigeria,2013,West and Central Africa,0,0,0.0,0,1,1
411,NGA,475,2016,Nigeria,2014,West and Central Africa,0,0,0.0,0,1,1
412,NGA,475,2016,Nigeria,2015,West and Central Africa,0,0,0.0,0,1,1
413,NGA,475,2018,Nigeria,2016,West and Central Africa,0,0,0.80000001,0,1,1
414,ROU,360,2003,Romania,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
415,ROU,360,2003,Romania,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
416,ROU,360,2003,Romania,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
417,ROU,360,2003,Romania,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
418,ROU,360,2003,Romania,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
419,ROU,360,2006,Romania,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
420,ROU,360,2006,Romania,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
421,ROU,360,2008,Romania,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
422,ROU,360,2008,Romania,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
423,ROU,360,2010,Romania,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
424,ROU,360,2010,Romania,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
425,ROU,360,2012,Romania,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
426,ROU,360,2012,Romania,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
427,ROU,360,2014,Romania,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
428,ROU,360,2014,Romania,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
429,ROU,360,2016,Romania,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
430,ROU,360,2016,Romania,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
431,ROU,360,2018,Romania,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
432,RUS,365,2003,Russia,1999,Post-Soviet Eurasia,0,0,0.0,1,1,1
433,RUS,365,2003,Russia,2000,Post-Soviet Eurasia,0,0,0.0,1,1,1
434,RUS,365,2003,Russia,2001,Post-Soviet Eurasia,0,0,0.0,1,1,1
435,RUS,365,2003,Russia,2002,Post-Soviet Eurasia,0,0,0.0,0,1,1
436,RUS,365,2003,Russia,2003,Post-Soviet Eurasia,0,0,0.0,0,1,1
437,RUS,365,2006,Russia,2004,Post-Soviet Eurasia,0,0,0.0,0,1,1
438,RUS,365,2006,Russia,2005,Post-Soviet Eurasia,0,0,0.0,0,1,0
439,RUS,365,2008,Russia,2006,Post-Soviet Eurasia,0,1,0.0,0,1,0
440,RUS,365,2008,Russia,2007,Post-Soviet Eurasia,0,1,0.0,0,1,0
441,RUS,365,2010,Russia,2008,Post-Soviet Eurasia,0,1,0.0,0,1,0
442,RUS,365,2010,Russia,2009,Post-Soviet Eurasia,0,1,0.0,0,1,0
443,RUS,365,2012,Russia,2010,Post-Soviet Eurasia,0,1,0.0,0,1,0
444,RUS,365,2012,Russia,2011,Post-Soviet Eurasia,0,1,0.0,0,1,0
445,RUS,365,2014,Russia,2012,Post-Soviet Eurasia,0,1,0.0,1,1,0
446,RUS,365,2014,Russia,2013,Post-Soviet Eurasia,0,1,0.0,1,1,0
447,RUS,365,2016,Russia,2014,Post-Soviet Eurasia,0,1,0.0,1,1,0
448,RUS,365,2016,Russia,2015,Post-Soviet Eurasia,0,1,0.0,1,1,0
449,RUS,365,2018,Russia,2016,Post-Soviet Eurasia,0,1,0.0,1,1,0
450,SAU,670,2003,Saudi Arabia,1999,Middle East and North Africa,0,0,0.0,0,0,0
451,SAU,670,2003,Saudi Arabia,2000,Middle East and North Africa,0,0,0.0,0,0,0
452,SAU,670,2003,Saudi Arabia,2001,Middle East and North Africa,0,0,0.0,0,0,0
453,SAU,670,2003,Saudi Arabia,2002,Middle East and North Africa,0,0,0.0,0,0,0
454,SAU,670,2003,Saudi Arabia,2003,Middle East and North Africa,0,0,0.0,0,0,0
455,SAU,670,2006,Saudi Arabia,2004,Middle East and North Africa,0,0,0.0,0,0,0
456,SAU,670,2006,Saudi Arabia,2005,Middle East and North Africa,0,0,0.0,0,0,0
457,SAU,670,2008,Saudi Arabia,2006,Middle East and North Africa,0,0,0.0,0,0,0
458,SAU,670,2008,Saudi Arabia,2007,Middle East and North Africa,0,0,0.0,0,0,0
459,SAU,670,2010,Saudi Arabia,2008,Middle East and North Africa,0,0,0.0,0,0,0
460,SAU,670,2010,Saudi Arabia,2009,Middle East and North Africa,0,0,0.0,0,0,1
461,SAU,670,2012,Saudi Arabia,2010,Middle East and North Africa,0,0,0.0,0,0,1
462,SAU,670,2012,Saudi Arabia,2011,Middle East and North Africa,0,0,0.0,0,0,0
463,SAU,670,2014,Saudi Arabia,2012,Middle East and North Africa,0,0,0.0,0,0,0
464,SAU,670,2014,Saudi Arabia,2013,Middle East and North Africa,0,0,0.0,0,0,0
465,SAU,670,2016,Saudi Arabia,2014,Middle East and North Africa,0,0,0.0,0,0,0
466,SAU,670,2016,Saudi Arabia,2015,Middle East and North Africa,0,0,0.0,0,0,0
467,SAU,670,2018,Saudi Arabia,2016,Middle East and North Africa,0,0,0.0,0,0,0
468,SRB,345,2008,Serbia,2007,East-Central and Southeast Europe,0,1,0.0,0,0,0
469,SRB,345,2010,Serbia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
470,SRB,345,2010,Serbia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
471,SRB,345,2012,Serbia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
472,SRB,345,2012,Serbia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
473,SRB,345,2014,Serbia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
474,SRB,345,2014,Serbia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
475,SRB,345,2016,Serbia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
476,SRB,345,2016,Serbia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
477,SRB,345,2018,Serbia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
478,SCG,345,2003,Serbia and Montenegro,1999,East-Central and Southeast Europe,0,1,0.0,0,1,1
479,SCG,345,2003,Serbia and Montenegro,2000,East-Central and Southeast Europe,0,1,0.0,0,0,1
480,SCG,345,2003,Serbia and Montenegro,2001,East-Central and Southeast Europe,0,1,0.0,0,1,0
481,SCG,345,2003,Serbia and Montenegro,2002,East-Central and Southeast Europe,0,1,0.0,0,1,0
482,SCG,345,2003,Serbia and Montenegro,2003,East-Central and Southeast Europe,0,1,0.0,0,0,0
483,SCG,345,2006,Serbia and Montenegro,2004,East-Central and Southeast Europe,0,1,0.0,0,0,0
484,SCG,345,2006,Serbia and Montenegro,2005,East-Central and Southeast Europe,0,1,0.0,0,0,0
485,SCG,345,2008,Serbia and Montenegro,2006,East-Central and Southeast Europe,0,1,0.0,0,0,0
486,SVK,317,2003,Slovakia,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
487,SVK,317,2003,Slovakia,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
488,SVK,317,2003,Slovakia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
489,SVK,317,2003,Slovakia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
490,SVK,317,2003,Slovakia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
491,SVK,317,2006,Slovakia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
492,SVK,317,2006,Slovakia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
493,SVK,317,2008,Slovakia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
494,SVK,317,2008,Slovakia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
495,SVK,317,2010,Slovakia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
496,SVK,317,2010,Slovakia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
497,SVK,317,2012,Slovakia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
498,SVK,317,2012,Slovakia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
499,SVK,317,2014,Slovakia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
500,SVK,317,2014,Slovakia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
501,SVK,317,2016,Slovakia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
502,SVK,317,2016,Slovakia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
503,SVK,317,2018,Slovakia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
504,SVN,349,2003,Slovenia,1999,East-Central and Southeast Europe,0,0,0.0,0,0,0
505,SVN,349,2003,Slovenia,2000,East-Central and Southeast Europe,0,0,0.0,0,0,0
506,SVN,349,2003,Slovenia,2001,East-Central and Southeast Europe,0,0,0.0,0,0,0
507,SVN,349,2003,Slovenia,2002,East-Central and Southeast Europe,0,0,0.0,0,0,0
508,SVN,349,2003,Slovenia,2003,East-Central and Southeast Europe,0,0,0.0,0,0,0
509,SVN,349,2006,Slovenia,2004,East-Central and Southeast Europe,0,0,0.0,0,0,0
510,SVN,349,2006,Slovenia,2005,East-Central and Southeast Europe,0,0,0.0,0,0,0
511,SVN,349,2008,Slovenia,2006,East-Central and Southeast Europe,0,0,0.0,0,0,0
512,SVN,349,2008,Slovenia,2007,East-Central and Southeast Europe,0,0,0.0,0,0,0
513,SVN,349,2010,Slovenia,2008,East-Central and Southeast Europe,0,0,0.0,0,0,0
514,SVN,349,2010,Slovenia,2009,East-Central and Southeast Europe,0,0,0.0,0,0,0
515,SVN,349,2012,Slovenia,2010,East-Central and Southeast Europe,0,0,0.0,0,0,0
516,SVN,349,2012,Slovenia,2011,East-Central and Southeast Europe,0,0,0.0,0,0,0
517,SVN,349,2014,Slovenia,2012,East-Central and Southeast Europe,0,0,0.0,0,0,0
518,SVN,349,2014,Slovenia,2013,East-Central and Southeast Europe,0,0,0.0,0,0,0
519,SVN,349,2016,Slovenia,2014,East-Central and Southeast Europe,0,0,0.0,0,0,0
520,SVN,349,2016,Slovenia,2015,East-Central and Southeast Europe,0,0,0.0,0,0,0
521,SVN,349,2018,Slovenia,2016,East-Central and Southeast Europe,0,0,0.0,0,0,0
522,SOM,520,2003,Somalia,1999,South and East Africa,999,999,999.0,999,999,999
523,SOM,520,2003,Somalia,2000,South and East Africa,999,999,999.0,999,999,999
524,SOM,520,2003,Somalia,2001,South and East Africa,999,999,999.0,999,999,999
525,SOM,520,2003,Somalia,2002,South and East Africa,999,999,999.0,999,999,999
526,SOM,520,2003,Somalia,2003,South and East Africa,666,666,666.0,666,666,666
527,SOM,520,2006,Somalia,2004,South and East Africa,666,666,666.0,666,666,666
528,SOM,520,2006,Somalia,2005,South and East Africa,666,666,666.0,666,666,666
529,SOM,520,2008,Somalia,2006,South and East Africa,666,666,666.0,666,666,666
530,SOM,520,2008,Somalia,2007,South and East Africa,666,666,666.0,666,666,666
531,SOM,520,2010,Somalia,2008,South and East Africa,666,666,666.0,666,666,666
532,SOM,520,2010,Somalia,2009,South and East Africa,666,666,666.0,666,666,666
533,SOM,520,2012,Somalia,2010,South and East Africa,666,666,666.0,666,666,666
534,SOM,520,2012,Somalia,2011,South and East Africa,666,666,666.0,666,666,666
535,SOM,520,2014,Somalia,2012,South and East Africa,666,666,666.0,666,666,666
536,SOM,520,2014,Somalia,2013,South and East Africa,666,666,666.0,666,666,666
537,SOM,520,2016,Somalia,2014,South and East Africa,666,666,666.0,666,666,666
538,SOM,520,2016,Somalia,2015,South and East Africa,666,666,666.0,666,666,666
539,SOM,520,2018,Somalia,2016,South and East Africa,666,666,666.0,666,666,666
540,SYR,652,2003,Syria,1999,Middle East and North Africa,0,0,1.0,1,1,1
541,SYR,652,2003,Syria,2000,Middle East and North Africa,0,0,1.0,1,1,1
542,SYR,652,2003,Syria,2001,Middle East and North Africa,0,0,0.0,1,1,1
543,SYR,652,2003,Syria,2002,Middle East and North Africa,0,0,0.0,1,1,1
544,SYR,652,2003,Syria,2003,Middle East and North Africa,0,0,0.0,1,1,1
545,SYR,652,2006,Syria,2004,Middle East and North Africa,0,0,0.0,1,1,1
546,SYR,652,2006,Syria,2005,Middle East and North Africa,0,0,0.0,1,1,1
547,SYR,652,2008,Syria,2006,Middle East and North Africa,0,0,0.0,1,1,1
548,SYR,652,2008,Syria,2007,Middle East and North Africa,0,0,0.0,1,1,1
549,SYR,652,2010,Syria,2008,Middle East and North Africa,0,0,0.0,1,1,1
550,SYR,652,2010,Syria,2009,Middle East and North Africa,0,0,0.0,1,1,1
551,SYR,652,2012,Syria,2010,Middle East and North Africa,0,0,0.0,1,1,1
552,SYR,652,2012,Syria,2011,Middle East and North Africa,0,0,0.0,1,1,1
553,SYR,652,2014,Syria,2012,Middle East and North Africa,666,666,666.0,666,666,666
554,SYR,652,2014,Syria,2013,Middle East and North Africa,666,666,666.0,666,666,666
555,SYR,652,2016,Syria,2014,Middle East and North Africa,666,666,666.0,666,666,666
556,SYR,652,2016,Syria,2015,Middle East and North Africa,666,666,666.0,666,666,666
557,SYR,652,2018,Syria,2016,Middle East and North Africa,666,666,666.0,666,666,666
558,TZA,510,2003,Tanzania,1999,South and East Africa,0,0,0.0,0,0,0
559,TZA,510,2003,Tanzania,2000,South and East Africa,0,0,0.0,0,0,0
560,TZA,510,2003,Tanzania,2001,South and East Africa,0,0,0.0,0,0,0
561,TZA,510,2003,Tanzania,2002,South and East Africa,0,0,0.0,0,0,0
562,TZA,510,2003,Tanzania,2003,South and East Africa,0,0,0.0,0,0,0
563,TZA,510,2006,Tanzania,2004,South and East Africa,0,0,0.0,0,0,1
564,TZA,510,2006,Tanzania,2005,South and East Africa,0,0,0.0,0,0,1
565,TZA,510,2008,Tanzania,2006,South and East Africa,0,0,0.80000001,0,0,1
566,TZA,510,2008,Tanzania,2007,South and East Africa,0,0,0.80000001,0,0,0
567,TZA,510,2010,Tanzania,2008,South and East Africa,0,0,0.80000001,0,0,0
568,TZA,510,2010,Tanzania,2009,South and East Africa,0,0,0.80000001,0,0,0
569,TZA,510,2012,Tanzania,2010,South and East Africa,0,0,0.80000001,0,0,1
570,TZA,510,2012,Tanzania,2011,South and East Africa,0,0,0.80000001,0,0,1
571,TZA,510,2014,Tanzania,2012,South and East Africa,0,0,0.80000001,0,0,1
572,TZA,510,2014,Tanzania,2013,South and East Africa,0,0,0.80000001,0,0,1
573,TZA,510,2016,Tanzania,2014,South and East Africa,0,0,0.80000001,0,0,1
574,TZA,510,2016,Tanzania,2015,South and East Africa,0,0,0.80000001,0,0,1
575,TZA,510,2018,Tanzania,2016,South and East Africa,0,0,0.0,0,0,1
576,TUN,616,2003,Tunisia,1999,Middle East and North Africa,0,0,1.0,0,0,0
577,TUN,616,2003,Tunisia,2000,Middle East and North Africa,0,0,1.0,0,0,0
578,TUN,616,2003,Tunisia,2001,Middle East and North Africa,0,0,1.0,0,0,0
579,TUN,616,2003,Tunisia,2002,Middle East and North Africa,0,0,1.0,0,0,0
580,TUN,616,2003,Tunisia,2003,Middle East and North Africa,0,0,1.0,0,0,0
581,TUN,616,2006,Tunisia,2004,Middle East and North Africa,0,0,1.0,0,0,0
582,TUN,616,2006,Tunisia,2005,Middle East and North Africa,0,0,1.0,0,0,0
583,TUN,616,2008,Tunisia,2006,Middle East and North Africa,0,0,1.0,0,0,0
584,TUN,616,2008,Tunisia,2007,Middle East and North Africa,0,0,1.0,0,0,0
585,TUN,616,2010,Tunisia,2008,Middle East and North Africa,0,0,1.0,0,0,1
586,TUN,616,2010,Tunisia,2009,Middle East and North Africa,0,0,1.0,0,0,0
587,TUN,616,2012,Tunisia,2010,Middle East and North Africa,0,0,1.0,0,0,0
588,TUN,616,2012,Tunisia,2011,Middle East and North Africa,0,0,1.0,0,0,1
589,TUN,616,2014,Tunisia,2012,Middle East and North Africa,0,0,0.0,0,0,1
590,TUN,616,2014,Tunisia,2013,Middle East and North Africa,0,0,0.0,0,0,1
591,TUN,616,2016,Tunisia,2014,Middle East and North Africa,0,0,0.0,0,0,1
592,TUN,616,2016,Tunisia,2015,Middle East and North Africa,0,0,0.0,0,0,1
593,TUN,616,2018,Tunisia,2016,Middle East and North Africa,0,0,0.0,0,0,1
594,ZMB,551,2003,Zambia,1999,South and East Africa,0,0,0.0,0,0,0
595,ZMB,551,2003,Zambia,2000,South and East Africa,0,0,0.0,0,0,0
596,ZMB,551,2003,Zambia,2001,South and East Africa,0,0,0.0,0,0,0
597,ZMB,551,2003,Zambia,2002,South and East Africa,0,0,0.0,0,0,0
598,ZMB,551,2003,Zambia,2003,South and East Africa,0,0,0.0,0,0,0
599,ZMB,551,2006,Zambia,2004,South and East Africa,0,0,0.0,0,0,0
600,ZMB,551,2006,Zambia,2005,South and East Africa,0,0,0.0,0,0,0
601,ZMB,551,2008,Zambia,2006,South and East Africa,0,0,0.0,0,0,0
602,ZMB,551,2008,Zambia,2007,South and East Africa,0,0,0.0,0,0,0
603,ZMB,551,2010,Zambia,2008,South and East Africa,0,0,0.0,0,0,0
604,ZMB,551,2010,Zambia,2009,South and East Africa,0,0,0.0,0,0,0
605,ZMB,551,2012,Zambia,2010,South and East Africa,0,0,0.0,0,0,0
606,ZMB,551,2012,Zambia,2011,South and East Africa,0,0,0.0,0,0,0
607,ZMB,551,2014,Zambia,2012,South and East Africa,0,0,0.0,0,0,0
608,ZMB,551,2014,Zambia,2013,South and East Africa,0,0,0.0,0,1,0
609,ZMB,551,2016,Zambia,2014,South and East Africa,0,0,0.0,0,0,0
610,ZMB,551,2016,Zambia,2015,South and East Africa,0,0,0.0,0,0,0
611,ZMB,551,2018,Zambia,2016,South and East Africa,0,0,0.0,0,0,0
